0.0	0.0	0.0	0.0	0.0	0.0
16.0	1.0	1.0	3.0	1.0	-183460.41331554615
16.0	1.0	2.0	5.0	2.0	-80731.5474385381
16.0	1.0	2.0	5.0	2.0	3.4636826183639535e13
16.0	1.0	3.0	1.0	0.0	1.0
16.0	1.0	4.0	5.0	3.0	8.2000863225643
16.0	1.0	4.0	5.0	3.0	-87157.13233288738
16.0	1.0	4.0	5.0	3.0	1.8846549781646226e12
16.0	1.0	5.0	5.0	2.0	5.595215006517616
16.0	1.0	5.0	5.0	2.0	-1.448308550556388
16.0	1.0	6.0	1.0	1.0	8.074720481714158
16.0	1.0	7.0	3.0	1.0	8.778711048475921
16.0	1.0	8.0	3.0	3.0	12931.010756034852
16.0	1.0	8.0	3.0	3.0	-21.759815426860406
16.0	1.0	8.0	3.0	3.0	6.615828420292588
16.0	1.0	9.0	5.0	2.0	493.11889863177964
16.0	1.0	9.0	5.0	2.0	-5.361500110954083
16.0	1.0	10.0	7.0	3.0	-1296.7368724049288
16.0	1.0	10.0	7.0	3.0	39789.46786853826
16.0	1.0	10.0	7.0	3.0	14.130232320223566
16.0	1.0	11.0	3.0	2.0	4.505040801902891e9
16.0	1.0	11.0	3.0	2.0	-11761.553757121374
16.0	1.0	12.0	5.0	2.0	1.6652551553230867e9
16.0	1.0	12.0	5.0	2.0	-13.119053942437546
16.0	1.0	13.0	3.0	1.0	6.6644283905603885
16.0	1.0	14.0	5.0	4.0	61.83903488150343
16.0	1.0	14.0	5.0	4.0	5.020100517481403
16.0	1.0	14.0	5.0	4.0	-1.1544423560743142e7
16.0	1.0	14.0	5.0	4.0	-8.194220381366872
16.0	1.0	15.0	3.0	2.0	68838.30825481522
16.0	1.0	15.0	3.0	2.0	-1.5398642198344128e7
16.0	1.0	16.0	5.0	2.0	-590653.3450973049
16.0	1.0	16.0	5.0	2.0	311.61843365331555
16.0	1.0	17.0	1.0	0.0	1.0
16.0	1.0	18.0	5.0	2.0	22548.017599299743
16.0	1.0	18.0	5.0	2.0	-7.5692965554182186
16.0	1.0	19.0	3.0	2.0	1.7975469507049986e6
16.0	1.0	19.0	3.0	2.0	-17.07116221316254
16.0	1.0	20.0	5.0	3.0	67.5689384896059
16.0	1.0	20.0	5.0	3.0	-3.4681308650996576
16.0	1.0	20.0	5.0	3.0	2.605076480587395
16.0	1.0	21.0	3.0	3.0	56096.14061260439
16.0	1.0	21.0	3.0	3.0	-3.809889562756979e10
16.0	1.0	21.0	3.0	3.0	-19.7691178263423
16.0	1.0	22.0	3.0	2.0	9919.44278749783
16.0	1.0	22.0	3.0	2.0	-4.0198131664249335
16.0	1.0	23.0	5.0	1.0	-915.3179571276517
16.0	1.0	24.0	3.0	2.0	72208.39805149552
16.0	1.0	24.0	3.0	2.0	-1.1068530236215828e13
16.0	1.0	25.0	3.0	1.0	-9033.047668413714
16.0	1.0	26.0	1.0	0.0	1.0
16.0	1.0	27.0	5.0	2.0	-2341.0645068837975
16.0	1.0	27.0	5.0	2.0	1.1946376658376586e9
16.0	1.0	28.0	5.0	3.0	-3.2084286408621685e12
16.0	1.0	28.0	5.0	3.0	137.06959078078282
16.0	1.0	28.0	5.0	3.0	-3.7693650551678273
16.0	1.0	29.0	5.0	3.0	-8.492148541233812e15
16.0	1.0	29.0	5.0	3.0	66638.77673451303
16.0	1.0	29.0	5.0	3.0	-3.642074602491884
16.0	1.0	30.0	3.0	2.0	-6.366670408433262
16.0	1.0	30.0	3.0	2.0	22.499520431272494
16.0	1.0	31.0	3.0	1.0	69791.7680985715
16.0	1.0	32.0	3.0	1.0	667662.7510908647
16.0	1.0	33.0	3.0	2.0	17817.750108888777
16.0	1.0	33.0	3.0	2.0	-1.726971034793577
16.0	1.0	34.0	5.0	3.0	1.0791880559544007e8
16.0	1.0	34.0	5.0	3.0	-57.23405040990177
16.0	1.0	34.0	5.0	3.0	6.569873006233233
16.0	1.0	35.0	3.0	1.0	4.6505491192109766e13
16.0	1.0	36.0	1.0	1.0	-3.471843205426514e17
16.0	1.0	37.0	6.0	3.0	-1.4821604197571703e13
16.0	1.0	37.0	6.0	3.0	-112.24763035072645
16.0	1.0	37.0	6.0	3.0	8.184699998430547
16.0	1.0	38.0	5.0	3.0	140048.44121282332
16.0	1.0	38.0	5.0	3.0	4.201546904114901
16.0	1.0	38.0	5.0	3.0	-19.505724547104304
16.0	1.0	39.0	5.0	2.0	-9.666732350402048e6
16.0	1.0	39.0	5.0	2.0	22.620896508797742
16.0	1.0	40.0	3.0	2.0	-4859.743362970206
16.0	1.0	40.0	3.0	2.0	1.6608369561632257e10
16.0	1.0	41.0	5.0	2.0	-36.11107524050869
16.0	1.0	41.0	5.0	2.0	6.579247036852767
16.0	1.0	42.0	3.0	2.0	-8.952636259346064e8
16.0	1.0	42.0	3.0	2.0	18.429334996358033
16.0	1.0	43.0	5.0	2.0	255.76199191307762
16.0	1.0	43.0	5.0	2.0	-6.506367833588843
16.0	1.0	44.0	3.0	1.0	-31383.273732581103
16.0	1.0	45.0	5.0	3.0	3337.227625663934
16.0	1.0	45.0	5.0	3.0	1.3766697576284716e10
16.0	1.0	45.0	5.0	3.0	-1.176691810315166e7
16.0	1.0	46.0	3.0	2.0	4.9105600667161385e26
16.0	1.0	46.0	3.0	2.0	-29.59493601768483
16.0	1.0	47.0	5.0	2.0	1.4909442073020054e10
16.0	1.0	47.0	5.0	2.0	-726.4680320325438
16.0	1.0	48.0	5.0	3.0	46.021013242147255
16.0	1.0	48.0	5.0	3.0	-8.559291171724476
16.0	1.0	48.0	5.0	3.0	-3.4263969427775176e12
16.0	1.0	49.0	5.0	2.0	49.04483214859319
16.0	1.0	49.0	5.0	2.0	-8.677058429257928
16.0	1.0	50.0	3.0	2.0	21.794493377137652
16.0	1.0	50.0	3.0	2.0	-1374.9221000739487
16.0	1.0	51.0	3.0	2.0	1.8525268549903329e6
16.0	1.0	51.0	3.0	2.0	-1.4787264561816716e12
16.0	1.0	52.0	5.0	1.0	-49.43178094390931
16.0	1.0	53.0	3.0	2.0	238017.96015494558
16.0	1.0	53.0	3.0	2.0	-1097.6056536503968
16.0	1.0	54.0	3.0	0.0	1.0
16.0	1.0	55.0	7.0	3.0	-134803.54898515655
16.0	1.0	55.0	7.0	3.0	6680.31244001935
16.0	1.0	55.0	7.0	3.0	-240.45022497101928
16.0	1.0	56.0	5.0	3.0	-2.7833008086663916e14
16.0	1.0	56.0	5.0	3.0	6.235014972197951
16.0	1.0	56.0	5.0	3.0	-1.5082416529242206
16.0	1.0	57.0	5.0	3.0	1.2497038468858753e6
16.0	1.0	57.0	5.0	3.0	-23.077017682877823
16.0	1.0	57.0	5.0	3.0	9.557840783439799
16.0	1.0	58.0	5.0	1.0	-9.320189578852059
16.0	1.0	59.0	7.0	4.0	2.6492296479936996e10
16.0	1.0	59.0	7.0	4.0	-1.9792704611045595e7
16.0	1.0	59.0	7.0	4.0	-4.30429955567265
16.0	1.0	59.0	7.0	4.0	12.694738268294962
16.0	1.0	60.0	5.0	3.0	51740.467187346316
16.0	1.0	60.0	5.0	3.0	-24.15047310208985
16.0	1.0	60.0	5.0	3.0	-1.9982431973558622e15
16.0	1.0	61.0	5.0	3.0	147176.3531344992
16.0	1.0	61.0	5.0	3.0	-189.5991394696465
16.0	1.0	61.0	5.0	3.0	3.6823894319046593
16.0	1.0	62.0	3.0	0.0	1.0
16.0	1.0	63.0	3.0	1.0	6.453143721118038
16.0	1.0	64.0	3.0	2.0	21832.169232077842
16.0	1.0	64.0	3.0	2.0	-194.75432060897785
16.0	1.0	65.0	5.0	3.0	-39.81147466623933
16.0	1.0	65.0	5.0	3.0	18.28521655113841
16.0	1.0	65.0	5.0	3.0	-5.96239513464679
16.0	1.0	66.0	3.0	1.0	-103.63945125068446
16.0	1.0	67.0	5.0	3.0	-23.96707533561373
16.0	1.0	67.0	5.0	3.0	3520.7719485684256
16.0	1.0	67.0	5.0	3.0	-1.5222825725239724e8
16.0	1.0	68.0	3.0	2.0	2.7337355912441353e10
16.0	1.0	68.0	3.0	2.0	-13.431615887131601
16.0	1.0	69.0	5.0	2.0	44.976055931100284
16.0	1.0	69.0	5.0	2.0	-12.345215873806781
16.0	1.0	70.0	5.0	3.0	4.502722468017009
16.0	1.0	70.0	5.0	3.0	-12.122396644698123
16.0	1.0	70.0	5.0	3.0	95.20784111689589
16.0	1.0	71.0	7.0	4.0	50.247882580392044
16.0	1.0	71.0	7.0	4.0	-64259.53873603241
16.0	1.0	71.0	7.0	4.0	-4.2398410945695515
16.0	1.0	71.0	7.0	4.0	3.032837307335928
16.0	1.0	72.0	3.0	1.0	-277186.0342311422
16.0	1.0	73.0	5.0	3.0	-4505.430342521164
16.0	1.0	73.0	5.0	3.0	11.143603226589727
16.0	1.0	73.0	5.0	3.0	2.163189343813539e9
16.0	1.0	74.0	5.0	2.0	16629.36524570436
16.0	1.0	74.0	5.0	2.0	-2.0400373639761797e8
16.0	1.0	75.0	1.0	1.0	7.495264144281852
16.0	1.0	76.0	3.0	1.0	-4.404101943238687e13
16.0	1.0	77.0	3.0	2.0	1.1124472018715605e14
16.0	1.0	77.0	3.0	2.0	-6.459099821565901
16.0	1.0	78.0	1.0	0.0	1.0
16.0	1.0	79.0	5.0	3.0	3.6229277669856934e11
16.0	1.0	79.0	5.0	3.0	56.59764764137392
16.0	1.0	79.0	5.0	3.0	-21270.051047110355
16.0	1.0	80.0	3.0	2.0	1.8771170855040117e6
16.0	1.0	80.0	3.0	2.0	-14.763144798591929
16.0	1.0	81.0	3.0	1.0	-13.148874136607029
16.0	1.0	82.0	3.0	3.0	-1.815607427580613e13
16.0	1.0	82.0	3.0	3.0	-2.0183020815033377
16.0	1.0	82.0	3.0	3.0	4.416987352100309
16.0	1.0	83.0	5.0	2.0	17.62517008939963
16.0	1.0	83.0	5.0	2.0	-158.51265668599208
16.0	1.0	84.0	7.0	2.0	-4.31635568456821
16.0	1.0	84.0	7.0	2.0	13.731618313295575
16.0	1.0	85.0	1.0	0.0	1.0
16.0	1.0	86.0	5.0	2.0	-8896.111355427784
16.0	1.0	86.0	5.0	2.0	1.8701875551533365e8
16.0	1.0	87.0	5.0	3.0	10.223233406423493
16.0	1.0	87.0	5.0	3.0	1.7033580049749494e9
16.0	1.0	87.0	5.0	3.0	-384.6596645368998
16.0	1.0	88.0	5.0	2.0	-5.3264012323649e10
16.0	1.0	88.0	5.0	2.0	35259.44423005819
16.0	1.0	89.0	1.0	0.0	1.0
16.0	1.0	90.0	3.0	2.0	-2688.609375893011
16.0	1.0	90.0	3.0	2.0	7.505773417621728
16.0	1.0	91.0	3.0	3.0	-7363.563652370572
16.0	1.0	91.0	3.0	3.0	2.246142931795694e7
16.0	1.0	91.0	3.0	3.0	12.681217445854536
16.0	1.0	92.0	3.0	0.0	1.0
16.0	1.0	93.0	1.0	0.0	1.0
16.0	1.0	94.0	5.0	1.0	-39.883725020372886
16.0	1.0	95.0	5.0	3.0	10.89384822454073
16.0	1.0	95.0	5.0	3.0	-161354.89684452163
