1.000000000000000000e+00 1.000000000000000000e+00 7.071067811865475727e-01
1.000000000000000000e+00 2.000000000000000000e+00 8.660254037844385966e-01
1.000000000000000000e+00 3.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 4.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 6.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 1.000000000000000000e+00 3.535533905932737309e-01
2.000000000000000000e+00 2.000000000000000000e+00 5.590169943749477843e-01
2.000000000000000000e+00 3.000000000000000000e+00 7.905694150420948807e-01
2.000000000000000000e+00 4.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 6.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000000e+00 1.000000000000000000e+00 1.767766952966368654e-01
3.000000000000000000e+00 2.000000000000000000e+00 3.750000000000000000e-01
3.000000000000000000e+00 3.000000000000000000e+00 6.614378277661476790e-01
3.000000000000000000e+00 4.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000000e+00 6.000000000000000000e+00 1.000000000000000000e+00
4.000000000000000000e+00 1.000000000000000000e+00 8.838834764831848823e-02
4.000000000000000000e+00 2.000000000000000000e+00 2.576941016011038421e-01
4.000000000000000000e+00 3.000000000000000000e+00 5.659615711335885813e-01
4.000000000000000000e+00 4.000000000000000000e+00 1.000000000000000000e+00
4.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+00
4.000000000000000000e+00 6.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 1.000000000000000000e+00 4.419417382415924411e-02
5.000000000000000000e+00 2.000000000000000000e+00 1.795175827043133943e-01
5.000000000000000000e+00 3.000000000000000000e+00 4.881406047441658735e-01
5.000000000000000000e+00 4.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 6.000000000000000000e+00 1.000000000000000000e+00
6.000000000000000000e+00 1.000000000000000000e+00 2.209708691207956655e-02
6.000000000000000000e+00 2.000000000000000000e+00 1.259727773171648302e-01
6.000000000000000000e+00 3.000000000000000000e+00 4.221642526908218063e-01
6.000000000000000000e+00 4.000000000000000000e+00 1.000000000000000000e+00
6.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+00
6.000000000000000000e+00 6.000000000000000000e+00 1.000000000000000000e+00
7.000000000000000000e+00 1.000000000000000000e+00 1.104854345603978327e-02
7.000000000000000000e+00 2.000000000000000000e+00 8.873294290312927490e-02
7.000000000000000000e+00 3.000000000000000000e+00 3.654379863602030820e-01
7.000000000000000000e+00 4.000000000000000000e+00 1.000000000000000000e+00
7.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+00
7.000000000000000000e+00 6.000000000000000000e+00 1.000000000000000000e+00
8.000000000000000000e+00 1.000000000000000000e+00 5.524271728019947147e-03
8.000000000000000000e+00 2.000000000000000000e+00 6.262195133547421300e-02
8.000000000000000000e+00 3.000000000000000000e+00 3.164303617356036824e-01
8.000000000000000000e+00 4.000000000000000000e+00 1.000000000000000000e+00
8.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+00
8.000000000000000000e+00 6.000000000000000000e+00 1.000000000000000000e+00
