t x2p
0 1.5
0.01001001001001 1.48740430186868
0.02002002002002 1.47513514630416
0.03003003003003 1.46318147591676
0.04004004004004 1.45153266352267
0.0500500500500501 1.440178512144
0.0600600600600601 1.42910925500873
0.0700700700700701 1.41831555555074
0.0800800800800801 1.40778850740981
0.0900900900900901 1.3975196344316
0.1001001001001 1.38750065629872
0.11011011011011 1.37772369865233
0.12012012012012 1.36818143209291
0.13013013013013 1.35886675470595
0.14014014014014 1.34977279184266
0.15015015015015 1.34089289611992
0.16016016016016 1.3322206474203
0.17017017017017 1.32374985289205
0.18018018018018 1.31547454694911
0.19019019019019 1.30738899127111
0.2002002002002 1.29948767480337
0.21021021021021 1.29176531375687
0.22022022022022 1.28421685160832
0.23023023023023 1.27683745910008
0.24024024024024 1.26962253424021
0.25025025025025 1.26256744359035
0.26026026026026 1.25566770025665
0.27027027027027 1.2489192156601
0.28028028028028 1.24231800606633
0.29029029029029 1.23586019237022
0.3003003003003 1.22954200009594
0.31031031031031 1.2233597593969
0.32032032032032 1.2173099050558
0.33033033033033 1.21138897648457
0.34034034034034 1.20559361772443
0.35035035035035 1.19992057744587
0.36036036036036 1.19436670894862
0.37037037037037 1.18892897016169
0.38038038038038 1.18360442364336
0.39039039039039 1.17839023658116
0.4004004004004 1.1732836807919
0.41041041041041 1.16828213272164
0.42042042042042 1.16338307344572
0.43043043043043 1.15858408136343
0.44044044044044 1.15388256381824
0.45045045045045 1.14927615227427
0.46046046046046 1.14476267385843
0.47047047047047 1.14034000061247
0.48048048048048 1.13600604949293
0.49049049049049 1.13175878237117
0.500500500500501 1.12759620603336
0.510510510510511 1.12351637218051
0.520520520520521 1.11951737742843
0.530530530530531 1.11559736330774
0.540540540540541 1.11175451626389
0.550550550550551 1.10798706765712
0.560560560560561 1.10429329376253
0.570570570570571 1.10067151576999
0.580580580580581 1.09712009978421
0.590590590590591 1.09363745682472
0.600600600600601 1.09022204282586
0.610610610610611 1.08687235863677
0.620620620620621 1.08358695002142
0.630630630630631 1.08036440765861
0.640640640640641 1.07720336714193
0.650650650650651 1.0741025089798
0.660660660660661 1.07106055859545
0.670670670670671 1.06807628632693
0.680680680680681 1.0651484734303
0.690690690690691 1.06227576278395
0.700700700700701 1.05945701291331
0.710710710710711 1.05669114101872
0.720720720720721 1.05397708269169
0.730730730730731 1.05131379191495
0.740740740740741 1.04870024106245
0.750750750750751 1.04613542089931
0.760760760760761 1.04361834058188
0.770770770770771 1.04114802765771
0.780780780780781 1.03872352806553
0.790790790790791 1.03634390613532
0.800800800800801 1.03400824458821
0.810810810810811 1.03171564453657
0.820820820820821 1.02946522548397
0.830830830830831 1.02725612532518
0.840840840840841 1.02508750034616
0.850850850850851 1.02295852522409
0.860860860860861 1.02086839302735
0.870870870870871 1.01881631521552
0.880880880880881 1.0168015216394
0.890890890890891 1.01482326054096
0.900900900900901 1.01288079855341
0.910910910910911 1.01097342070114
0.920920920920921 1.00910043039976
0.930930930930931 1.00726114945607
0.940940940940941 1.00545491806808
0.950950950950951 1.003681094825
0.960960960960961 1.00193905670725
0.970970970970971 1.00022819908645
0.980980980980981 0.998547934781056
0.990990990990991 0.99689759258206
1.001001001001 0.995276562730259
1.01101101101101 0.993684319295205
1.02102102102102 0.992120343680911
1.03103103103103 0.990584124625849
1.04104104104104 0.98907515820295
1.05105105105105 0.987592947819606
1.06106106106106 0.986137004217671
1.07107107107107 0.984706845473457
1.08108108108108 0.983301996997735
1.09109109109109 0.981921991535739
1.1011011011011 0.980566369167162
1.11111111111111 0.979234677306156
1.12112112112112 0.977926470701334
1.13113113113113 0.97664131143577
1.14114114114114 0.975378768926995
1.15115115115115 0.974138419927005
1.16116116116116 0.97291984852225
1.17117117117117 0.971722646133647
1.18118118118118 0.970546411516566
1.19119119119119 0.969390750760843
1.2012012012012 0.968255277290771
1.21121121121121 0.967139611865104
1.22122122122122 0.966043382577055
1.23123123123123 0.964966224854299
1.24124124124124 0.963907781458969
1.25125125125125 0.96286770248766
1.26126126126126 0.961845645371425
1.27127127127127 0.960841274875781
1.28128128128128 0.9598542631007
1.29129129129129 0.958884289480617
1.3013013013013 0.957931040784427
1.31131131131131 0.956994211115485
1.32132132132132 0.956073501911605
1.33133133133133 0.955168621945063
1.34134134134134 0.954279287322593
1.35135135135135 0.953405221429491
1.36136136136136 0.952546108249583
1.37137137137137 0.951701656762717
1.38138138138138 0.950871626059786
1.39139139139139 0.95005577806859
1.4014014014014 0.949253877553839
1.41141141141141 0.948465692117152
1.42142142142142 0.947690992197058
1.43143143143143 0.946929551068995
1.44144144144144 0.94618114484531
1.45145145145145 0.945445552475258
1.46146146146146 0.944722555745006
1.47147147147147 0.944011939277628
1.48148148148148 0.943313490533108
1.49149149149149 0.942626999808339
1.5015015015015 0.941952260237123
1.51151151151151 0.941289067790173
1.52152152152152 0.940637221275109
1.53153153153153 0.939996522336461
1.54154154154154 0.939366775455669
1.55155155155155 0.938747787951081
1.56156156156156 0.938139369977956
1.57157157157157 0.93754133452846
1.58158158158158 0.936953497431669
1.59159159159159 0.936375677353569
1.6016016016016 0.935807695797056
1.61161161161161 0.935249377101933
1.62162162162162 0.934700548444913
