1 2 1
2 2 -1
3 2 -1
4 2 -1
5 2 -1
6 2 -1
7 2 -1
8 2 -1
9 2 -1

1 3 2
2 3 1
3 3 -1
4 3 -1
5 3 -1
6 3 -1
7 3 -1
8 3 -1
9 3 -1

1 4 3
2 4 3
3 4 1
4 4 -1
5 4 -1
6 4 -1
7 4 -1
8 4 -1
9 4 -1

1 5 4
2 5 6
3 5 4
4 5 1
5 5 -1
6 5 -1
7 5 -1
8 5 -1
9 5 -1

1 6 5
2 6 10
3 6 10
4 6 5
5 6 1
6 6 -1
7 6 -1
8 6 -1
9 6 -1

1 7 6
2 7 15
3 7 20
4 7 15
5 7 6
6 7 1
7 7 -1
8 7 -1
9 7 -1

1 8 7
2 8 21
3 8 35
4 8 35
5 8 21
6 8 7
7 8 1
8 8 -1
9 8 -1

1 9 8
2 9 28
3 9 56
4 9 70
5 9 56
6 9 28
7 9 8
8 9 1
9 9 -1

1 10 9
2 10 36
3 10 84
4 10 126
5 10 126
6 10 84
7 10 36
8 10 9
9 10 1
