t x2
0 1.5
0.01001001001001 1.49157718361404
0.02002002002002 1.48332255685251
0.03003003003003 1.47523143989711
0.04004004004004 1.46729930241312
0.0500500500500501 1.45952176354938
0.0600600600600601 1.45189459193834
0.0700700700700701 1.444413705696
0.0800800800800801 1.43707517242196
0.0900900900900901 1.42987520919938
0.1001001001001 1.42281018259501
0.11011011011011 1.41587655161146
0.12012012012012 1.40907075098775
0.13013013013013 1.40238958924458
0.14014014014014 1.39582998554649
0.15015015015015 1.38938893482996
0.16016016016016 1.38306350780343
0.17017017017017 1.37685085094727
0.18018018018018 1.37074818651381
0.19019019019019 1.36475281252732
0.2002002002002 1.35886210278403
0.21021021021021 1.3530735068521
0.22022022022022 1.34738455007164
0.23023023023023 1.34179283355472
0.24024024024024 1.33629603418536
0.25025025025025 1.3308919046195
0.26026026026026 1.32557827328506
0.27027027027027 1.3203530443819
0.28028028028028 1.31521419788181
0.29029029029029 1.31015978952853
0.3003003003003 1.30518795083778
0.31031031031031 1.30029688909719
0.32032032032032 1.29548488736636
0.33033033033033 1.29075014029781
0.34034034034034 1.2860907610852
0.35035035035035 1.28150518632827
0.36036036036036 1.27699188888804
0.37037037037037 1.27254937150041
0.38038038038038 1.26817616677626
0.39039039039039 1.26387083720136
0.4004004004004 1.25963197513643
0.41041041041041 1.25545820281712
0.42042042042042 1.251348172354
0.43043043043043 1.24730056573257
0.44044044044044 1.24331409481326
0.45045045045045 1.23938750133143
0.46046046046046 1.23551955689738
0.47047047047047 1.23170906299632
0.48048048048048 1.2279548509884
0.49049049049049 1.22425578210869
0.500500500500501 1.22061074746721
0.510510510510511 1.21701866804889
0.520520520520521 1.21347849471359
0.530530530530531 1.2099892081961
0.540540540540541 1.20654981910616
0.550550550550551 1.2031593679284
0.560560560560561 1.19981692502242
0.570570570570571 1.19652159062271
0.580580580580581 1.19327249483873
0.590590590590591 1.19006879765483
0.600600600600601 1.18690968893032
0.610610610610611 1.18379438839942
0.620620620620621 1.18072214384207
0.630630630630631 1.177692031004
0.640640640640641 1.17470320239004
0.650650650650651 1.17175495589772
0.660660660660661 1.16884660014572
0.670670670670671 1.16597745447383
0.680680680680681 1.16314684894296
0.690690690690691 1.16035412433513
0.700700700700701 1.15759863215351
0.710710710710711 1.15487973462238
0.720720720720721 1.15219680468711
0.730730730730731 1.14954922601425
0.740740740740741 1.14693639299143
0.750750750750751 1.1443577107274
0.760760760760761 1.14181259505206
0.770770770770771 1.13930047251641
0.780780780780781 1.13682078039258
0.790790790790791 1.13437296667381
0.800800800800801 1.13195649007448
0.810810810810811 1.12957082003007
0.820820820820821 1.1272154366972
0.830830830830831 1.12488983095361
0.840840840840841 1.12259350439815
0.850850850850851 1.12032596935079
0.860860860860861 1.11808674885265
0.870870870870871 1.11587537666593
0.880880880880881 1.11369139727398
0.890890890890891 1.11153436588127
0.900900900900901 1.10940384841338
0.910910910910911 1.10729942151702
0.920920920920921 1.10522067256002
0.930930930930931 1.10316719963133
0.940940940940941 1.10113861154101
0.950950950950951 1.09913452782027
0.960960960960961 1.09715457872141
0.970970970970971 1.09519840521788
0.980980980980981 1.09326565900423
0.990990990990991 1.09135600249615
1.001001001001 1.08946910883042
1.01101101101101 1.08760465206668
1.02102102102102 1.08576217879625
1.03103103103103 1.08394133570891
1.04104104104104 1.08214182153662
1.05105105105105 1.08036333864691
1.06106106106106 1.07860559304295
1.07107107107107 1.07686829436346
1.08108108108108 1.07515115588281
