"n" "d" "nsol" "npos"
2 6 3 0
2 6 5 1
2 6 7 3
2 6 9 3
2 6 7 1
2 6 9 2
2 6 3 0
2 6 3 0
2 6 5 1
2 6 1 1
2 6 3 0
2 6 3 0
2 6 3 0
2 6 3 1
2 6 5 0
2 6 3 0
2 6 5 1
2 6 5 1
2 6 7 1
2 6 7 2
2 6 5 1
2 6 9 4
2 6 3 1
2 6 3 1
2 6 5 1
2 6 7 4
2 6 3 1
2 6 3 1
2 6 5 3
2 6 7 2
2 6 5 0
2 6 3 0
2 6 5 1
2 6 3 0
2 6 3 0
2 6 7 1
2 6 7 1
2 6 9 5
2 6 3 1
2 6 1 1
2 6 3 0
2 6 3 1
2 6 7 1
2 6 7 1
2 6 5 0
2 6 1 0
2 6 3 2
2 6 3 0
2 6 5 2
2 6 3 0
2 6 5 1
2 6 5 2
2 6 5 0
2 6 5 0
2 6 7 1
2 6 5 0
2 6 5 2
2 6 7 0
2 6 7 1
2 6 5 1
2 6 5 2
2 6 3 0
2 6 5 3
2 6 7 2
2 6 5 1
2 6 5 0
2 6 9 1
2 6 7 1
2 6 7 1
2 6 5 3
2 6 5 0
2 6 5 1
2 6 7 3
2 6 3 2
2 6 5 0
2 6 5 2
2 6 9 2
2 6 1 1
2 6 5 1
2 6 7 1
2 6 5 3
2 6 5 2
2 6 9 1
2 6 3 1
2 6 1 0
2 6 3 0
2 6 5 2
2 6 3 2
2 6 3 1
2 6 9 4
2 6 5 3
2 6 3 0
2 6 5 1
2 6 5 2
2 6 3 0
2 6 7 0
2 6 7 2
2 6 5 1
2 6 3 2
2 6 3 0
2 6 5 2
2 6 5 0
2 6 3 0
2 6 5 1
2 6 7 1
2 6 3 1
2 6 3 0
2 6 7 1
2 6 7 3
2 6 11 2
2 6 3 1
2 6 7 2
2 6 3 1
2 6 5 0
2 6 7 2
2 6 5 1
2 6 5 0
2 6 5 1
2 6 7 0
2 6 7 3
2 6 5 1
2 6 5 4
2 6 7 2
2 6 7 2
2 6 5 1
2 6 5 2
2 6 5 1
2 6 5 2
2 6 9 3
2 6 7 0
2 6 3 2
2 6 7 1
2 6 7 2
2 6 5 1
2 6 5 2
2 6 7 1
2 6 7 2
2 6 5 2
2 6 3 1
2 6 9 3
2 6 9 3
2 6 5 1
2 6 5 0
2 6 5 2
2 6 1 1
2 6 7 1
2 6 7 1
2 6 5 1
2 6 3 0
2 6 3 0
2 6 7 1
2 6 5 2
2 6 7 1
2 6 5 3
2 6 5 1
2 6 9 2
2 6 7 2
2 6 5 2
2 6 7 1
2 6 5 1
2 6 7 4
2 6 7 4
2 6 3 0
2 6 7 2
2 6 7 3
2 6 5 2
2 6 3 0
2 6 5 1
2 6 5 2
2 6 3 0
2 6 5 0
2 6 5 0
2 6 5 0
2 6 9 3
2 6 7 0
2 6 7 1
2 6 5 0
2 6 3 0
2 6 5 1
2 6 5 1
2 6 5 0
2 6 7 3
2 6 5 1
2 6 7 2
2 6 5 1
2 6 5 2
2 6 5 3
2 6 5 0
2 6 3 2
2 6 3 0
2 6 9 2
2 6 9 3
2 6 7 0
2 6 5 1
2 6 3 0
2 6 7 3
2 6 5 0
2 6 5 1
2 6 3 0
2 6 3 1
2 6 5 3
2 6 7 1
2 6 3 2
2 6 9 0
2 6 3 1
2 6 9 3
2 6 5 1
2 6 5 3
2 6 7 3
2 6 5 2
2 6 7 2
2 6 5 2
2 6 5 2
2 6 3 1
2 6 8 2
2 6 3 0
2 6 5 1
2 6 7 1
2 6 7 0
2 6 5 2
2 6 7 0
2 6 7 1
2 6 3 0
2 6 5 1
2 6 3 0
2 6 5 5
2 6 3 0
2 6 3 1
2 6 5 1
2 6 3 1
2 6 7 2
2 6 7 0
2 6 3 0
2 6 5 0
2 6 3 1
2 6 3 1
2 6 9 2
2 6 5 1
2 6 9 3
2 6 5 1
2 6 5 1
2 6 5 2
2 6 3 1
2 6 3 1
2 6 1 0
2 6 3 1
2 6 5 1
2 6 9 2
2 6 3 0
2 6 5 2
2 6 3 0
2 6 9 2
2 6 7 0
2 6 3 1
2 6 5 1
2 6 3 2
2 6 11 2
2 6 5 2
2 6 7 1
2 6 1 0
2 6 3 1
2 6 5 1
2 6 3 0
2 6 7 2
2 6 9 1
2 6 5 2
2 6 5 2
2 6 5 1
2 6 9 0
2 6 5 2
2 6 9 0
2 6 3 1
2 6 1 1
2 6 7 3
2 6 3 0
2 6 7 2
2 6 7 3
2 6 3 1
2 6 3 1
2 6 1 0
2 6 5 4
2 6 7 1
2 6 5 1
2 6 3 0
2 6 5 0
2 6 5 0
2 6 5 2
2 6 9 4
2 6 5 0
2 6 7 1
2 6 5 0
2 6 5 1
2 6 3 0
2 6 1 0
2 6 11 3
2 6 9 3
2 6 5 2
2 6 5 0
2 6 7 3
2 6 5 0
2 6 5 2
2 6 3 0
2 6 5 2
2 6 7 0
2 6 5 1
2 6 5 1
2 6 5 2
2 6 5 0
2 6 7 2
2 6 3 2
2 6 5 0
2 6 7 2
2 6 3 1
2 6 7 2
2 6 9 4
2 6 5 3
2 6 5 1
2 6 3 2
2 6 5 0
