"n" "d" "nsol" "npos"
3 3 2 0
3 3 4 0
3 3 2 0
3 3 2 1
3 3 2 0
3 3 4 0
3 3 2 1
3 3 2 0
3 3 4 0
3 3 4 0
3 3 2 0
3 3 2 0
3 3 2 0
3 3 2 0
3 3 4 0
3 3 2 0
3 3 0 0
3 3 4 1
3 3 6 0
3 3 2 0
3 3 2 0
3 3 2 2
3 3 2 0
3 3 4 0
3 3 4 2
3 3 4 0
3 3 2 0
3 3 0 0
3 3 4 0
3 3 2 0
3 3 4 0
3 3 4 0
3 3 4 0
3 3 4 0
3 3 4 1
3 3 2 0
3 3 2 1
3 3 4 0
3 3 2 1
3 3 2 0
3 3 0 0
3 3 6 1
3 3 2 1
3 3 2 0
3 3 4 0
3 3 4 1
3 3 4 2
3 3 4 0
3 3 4 1
3 3 0 0
3 3 4 0
3 3 0 0
3 3 0 0
3 3 4 1
3 3 2 0
3 3 2 0
3 3 6 2
3 3 0 0
3 3 2 1
3 3 0 0
3 3 4 0
3 3 4 0
3 3 4 1
3 3 2 0
3 3 0 0
3 3 4 1
3 3 4 1
3 3 4 1
3 3 4 1
3 3 0 0
3 3 2 2
3 3 4 1
3 3 4 0
3 3 2 1
3 3 4 1
3 3 4 0
3 3 0 0
3 3 4 0
3 3 2 0
3 3 4 0
3 3 2 0
3 3 4 1
3 3 4 1
3 3 4 0
3 3 2 0
3 3 2 0
3 3 4 0
3 3 4 1
3 3 2 0
3 3 2 0
3 3 2 0
3 3 2 0
3 3 2 0
3 3 2 0
3 3 4 0
3 3 0 0
3 3 6 1
3 3 2 0
3 3 2 0
3 3 4 0
3 3 2 0
3 3 2 1
3 3 0 0
3 3 2 0
3 3 4 0
3 3 6 0
3 3 4 0
3 3 6 2
3 3 0 0
3 3 4 0
3 3 4 1
3 3 4 0
3 3 2 0
3 3 4 0
3 3 2 0
3 3 2 0
3 3 2 0
3 3 2 0
3 3 2 0
3 3 6 0
3 3 0 0
3 3 4 1
3 3 6 0
3 3 2 0
3 3 6 0
3 3 2 1
3 3 0 0
3 3 2 1
3 3 0 0
3 3 4 0
3 3 2 1
3 3 0 0
3 3 2 1
3 3 4 0
3 3 6 0
3 3 0 0
3 3 6 0
3 3 4 1
3 3 4 1
3 3 0 0
3 3 2 0
3 3 4 0
3 3 4 0
3 3 2 0
3 3 0 0
3 3 2 0
3 3 2 0
3 3 0 0
3 3 2 0
3 3 2 0
3 3 2 1
3 3 2 0
3 3 2 0
3 3 2 0
3 3 2 0
3 3 4 1
3 3 2 0
3 3 4 0
3 3 4 1
3 3 4 0
3 3 2 0
3 3 0 0
3 3 6 0
3 3 2 0
3 3 4 2
3 3 4 0
3 3 2 0
3 3 0 0
3 3 2 0
3 3 8 2
3 3 4 0
3 3 2 0
3 3 2 0
3 3 4 0
3 3 2 1
3 3 2 0
3 3 6 1
3 3 2 0
3 3 0 0
3 3 2 0
3 3 2 0
3 3 2 0
3 3 4 0
3 3 0 0
3 3 2 1
3 3 2 0
3 3 2 1
3 3 2 0
3 3 2 1
3 3 0 0
3 3 0 0
3 3 4 2
3 3 2 0
3 3 4 1
3 3 2 0
3 3 4 0
3 3 4 1
3 3 2 1
3 3 4 1
3 3 4 0
3 3 2 0
3 3 6 2
3 3 6 0
3 3 4 1
3 3 0 0
3 3 2 0
3 3 6 1
3 3 4 0
3 3 4 0
3 3 0 0
3 3 2 0
3 3 4 1
3 3 6 2
3 3 4 1
3 3 2 0
3 3 2 0
3 3 4 1
3 3 2 0
3 3 4 0
3 3 4 0
3 3 2 0
3 3 4 0
3 3 0 0
3 3 2 1
3 3 4 0
3 3 0 0
3 3 2 0
3 3 2 1
3 3 2 0
3 3 0 0
3 3 2 0
3 3 6 1
3 3 4 1
3 3 2 0
3 3 4 2
3 3 4 1
3 3 2 0
3 3 4 0
3 3 4 0
3 3 4 0
3 3 2 1
3 3 2 0
3 3 4 0
3 3 4 0
3 3 2 0
3 3 2 0
3 3 2 0
3 3 2 0
3 3 4 0
3 3 4 1
3 3 4 0
3 3 4 0
3 3 6 1
3 3 4 2
3 3 4 0
3 3 6 0
3 3 2 0
3 3 6 0
3 3 2 1
3 3 0 0
3 3 4 1
3 3 4 0
3 3 2 0
3 3 0 0
3 3 4 0
3 3 2 0
3 3 2 0
3 3 0 0
3 3 2 0
3 3 0 0
3 3 2 0
3 3 2 0
3 3 2 1
3 3 2 0
3 3 4 1
3 3 4 1
3 3 0 0
3 3 2 0
3 3 2 0
3 3 6 1
3 3 0 0
3 3 2 0
3 3 4 0
3 3 2 0
3 3 6 2
3 3 0 0
3 3 4 0
3 3 4 0
3 3 2 0
3 3 2 0
3 3 4 1
3 3 0 0
3 3 4 1
3 3 2 0
3 3 6 1
3 3 2 0
3 3 0 0
3 3 2 0
3 3 4 2
3 3 4 0
3 3 0 0
3 3 2 1
3 3 2 0
3 3 2 0
3 3 0 0
3 3 2 0
3 3 2 0
3 3 4 0
3 3 2 1
3 3 6 0
3 3 4 0
3 3 2 1
3 3 4 0
3 3 4 0
3 3 4 0
3 3 4 0
3 3 4 1
3 3 4 0
3 3 4 2
3 3 2 0
3 3 2 0
3 3 4 0
3 3 2 1
3 3 2 0
3 3 4 0
3 3 4 1
3 3 0 0
3 3 0 0
3 3 4 0
3 3 2 0
3 3 6 1
3 3 4 0
3 3 4 0
3 3 4 0
3 3 4 1
3 3 2 0
3 3 2 1
3 3 2 0
3 3 4 3
3 3 6 1
3 3 4 0
3 3 4 1
3 3 2 0
3 3 2 0
3 3 2 0
3 3 2 0
3 3 2 0
3 3 2 0
3 3 4 0
3 3 2 0
3 3 4 0
3 3 2 0
3 3 4 2
3 3 2 0
3 3 2 0
3 3 2 0
3 3 4 0
3 3 4 0
3 3 2 0
3 3 2 0
3 3 0 0
3 3 4 0
3 3 4 0
3 3 4 0
3 3 4 0
3 3 2 0
3 3 4 0
3 3 2 1
3 3 2 0
3 3 6 1
3 3 4 1
3 3 4 0
3 3 6 1
3 3 4 0
3 3 2 0
3 3 4 0
3 3 4 0
3 3 2 0
3 3 4 0
3 3 6 0
3 3 2 0
3 3 6 0
3 3 2 0
3 3 2 0
3 3 6 0
3 3 2 0
3 3 0 0
3 3 2 0
3 3 4 0
3 3 0 0
3 3 0 0
3 3 2 0
3 3 2 0
3 3 4 0
3 3 4 1
3 3 2 0
3 3 2 0
3 3 4 1
3 3 0 0
3 3 4 1
3 3 4 0
3 3 2 0
3 3 4 0
3 3 2 1
3 3 2 0
3 3 2 0
3 3 6 1
3 3 4 0
3 3 2 0
3 3 2 0
3 3 2 0
3 3 2 0
3 3 2 0
3 3 2 1
3 3 8 1
3 3 0 0
3 3 4 1
3 3 0 0
3 3 6 0
3 3 6 1
3 3 2 0
3 3 2 0
3 3 2 0
3 3 2 0
3 3 0 0
3 3 4 1
3 3 4 0
3 3 0 0
3 3 0 0
3 3 2 0
3 3 2 1
3 3 2 0
3 3 0 0
3 3 2 1
3 3 6 1
3 3 4 1
3 3 6 1
3 3 4 0
3 3 2 0
3 3 2 0
3 3 2 0
3 3 4 0
3 3 4 1
3 3 2 0
3 3 4 0
3 3 2 1
3 3 4 0
3 3 4 1
3 3 4 1
3 3 6 0
3 3 4 1
3 3 4 1
3 3 2 0
3 3 0 0
