"n" "d" "nsol" "npos"
6 6 5 0
6 6 143 5
6 6 107 1
6 6 139 0
6 6 115 3
6 6 87 1
6 6 151 4
6 6 107 1
6 6 139 2
6 6 129 4
6 6 127 3
6 6 121 1
6 6 123 5
6 6 145 2
6 6 121 3
6 6 105 1
6 6 169 6
6 6 143 3
6 6 109 0
6 6 103 2
6 6 121 2
6 6 135 2
6 6 115 2
6 6 123 1
6 6 153 3
6 6 147 0
6 6 111 3
6 6 91 0
6 6 123 2
6 6 133 2
6 6 135 4
6 6 111 1
6 6 115 1
6 6 111 5
6 6 143 1
6 6 111 6
6 6 143 2
6 6 105 0
6 6 137 1
6 6 125 4
6 6 127 1
6 6 95 2
6 6 115 4
6 6 131 0
6 6 153 4
6 6 139 0
6 6 97 1
6 6 129 1
6 6 111 0
6 6 137 1
6 6 127 4
6 6 129 2
6 6 131 2
6 6 95 3
6 6 117 1
6 6 115 2
6 6 121 1
6 6 109 1
6 6 137 3
6 6 131 2
6 6 131 0
6 6 107 4
6 6 121 0
6 6 173 2
6 6 141 0
6 6 131 2
6 6 117 3
6 6 107 0
6 6 111 3
6 6 121 4
6 6 113 2
6 6 111 0
6 6 131 0
6 6 129 0
6 6 145 0
6 6 103 4
6 6 115 4
6 6 137 1
6 6 143 1
6 6 139 4
6 6 107 0
6 6 89 3
6 6 141 4
6 6 143 0
6 6 173 3
6 6 147 0
6 6 141 2
6 6 103 4
6 6 129 0
6 6 103 2
6 6 123 2
6 6 157 2
6 6 127 0
6 6 129 1
6 6 133 1
6 6 119 3
6 6 121 2
6 6 131 1
6 6 115 3
6 6 159 1
6 6 125 1
6 6 109 2
6 6 113 0
6 6 115 1
6 6 111 1
6 6 131 3
6 6 133 0
6 6 87 0
6 6 45 0
6 6 24 0
