"n" "d" "nsol" "npos"
4 3 0 0
4 3 6 0
4 3 2 0
4 3 2 0
4 3 2 0
4 3 2 1
4 3 4 0
4 3 6 0
4 3 6 0
4 3 8 1
4 3 0 0
4 3 4 0
4 3 6 1
4 3 2 0
4 3 4 0
4 3 6 0
4 3 6 0
4 3 4 0
4 3 6 0
4 3 6 1
4 3 4 0
4 3 5 1
4 3 4 0
4 3 0 0
4 3 8 1
4 3 4 0
4 3 2 0
4 3 6 0
4 3 4 0
4 3 0 0
4 3 8 1
4 3 6 0
4 3 6 0
4 3 0 0
4 3 4 0
4 3 6 0
4 3 8 0
4 3 4 0
4 3 2 0
4 3 4 1
4 3 4 0
4 3 6 0
4 3 4 1
4 3 2 0
4 3 8 0
4 3 2 0
4 3 4 1
4 3 4 0
4 3 4 0
4 3 4 1
4 3 2 1
4 3 2 0
4 3 4 0
4 3 2 0
4 3 4 0
4 3 2 0
4 3 0 0
4 3 6 0
4 3 6 0
4 3 10 0
4 3 4 0
4 3 4 0
4 3 4 0
4 3 2 0
4 3 4 0
4 3 2 0
4 3 2 0
4 3 2 0
4 3 2 0
4 3 6 0
4 3 0 0
4 3 0 0
4 3 2 0
4 3 2 0
4 3 4 1
4 3 4 0
4 3 2 0
4 3 6 2
4 3 4 0
4 3 2 0
4 3 2 0
4 3 6 0
4 3 6 3
4 3 2 0
4 3 0 0
4 3 4 1
4 3 6 0
4 3 4 0
4 3 4 0
4 3 10 0
4 3 2 0
4 3 4 0
4 3 6 0
4 3 6 0
4 3 4 1
4 3 4 0
4 3 4 0
4 3 6 1
4 3 2 1
4 3 2 0
4 3 6 0
4 3 2 0
4 3 4 0
4 3 4 1
4 3 2 0
4 3 6 0
4 3 8 1
4 3 4 0
4 3 2 0
4 3 6 0
4 3 2 0
4 3 2 0
4 3 2 0
4 3 4 0
4 3 6 0
4 3 2 0
4 3 4 0
4 3 2 0
4 3 4 0
4 3 2 0
4 3 0 0
4 3 4 0
4 3 6 0
4 3 2 0
4 3 6 0
4 3 6 1
4 3 6 1
4 3 0 0
4 3 4 0
4 3 6 0
4 3 0 0
4 3 6 0
4 3 8 0
4 3 4 0
4 3 8 0
4 3 2 0
4 3 8 0
4 3 2 0
4 3 6 0
4 3 6 1
4 3 6 0
4 3 4 0
4 3 2 0
4 3 2 0
4 3 0 0
4 3 6 0
4 3 2 0
4 3 2 0
4 3 4 0
4 3 2 1
4 3 2 0
4 3 6 1
4 3 0 0
4 3 2 0
4 3 0 0
4 3 4 2
4 3 2 0
4 3 6 0
4 3 0 0
4 3 4 0
