"n" "d" "nsol" "npos"
6 4 19 0
6 4 15 0
6 4 29 0
6 4 25 0
6 4 19 0
6 4 39 0
6 4 27 0
6 4 17 0
6 4 31 2
6 4 35 0
6 4 19 0
6 4 23 0
6 4 33 0
6 4 23 0
6 4 37 0
6 4 25 0
6 4 25 0
6 4 27 0
6 4 27 0
6 4 23 1
6 4 39 1
6 4 21 0
6 4 15 0
6 4 27 0
6 4 23 0
6 4 33 0
6 4 29 0
6 4 19 0
6 4 19 0
6 4 23 0
6 4 19 0
6 4 27 0
6 4 33 0
6 4 31 0
6 4 23 0
6 4 27 0
6 4 25 0
6 4 25 0
6 4 21 0
6 4 33 0
6 4 31 0
6 4 27 0
6 4 37 0
6 4 43 0
6 4 21 0
6 4 41 1
6 4 23 0
6 4 29 0
6 4 37 1
6 4 33 0
6 4 41 2
6 4 33 0
6 4 41 1
6 4 33 0
6 4 25 0
6 4 21 0
6 4 27 0
6 4 23 0
6 4 33 1
6 4 11 0
6 4 21 0
6 4 27 0
6 4 33 0
6 4 45 1
6 4 37 2
6 4 19 0
6 4 35 1
6 4 27 0
6 4 27 1
6 4 15 1
6 4 23 1
6 4 37 3
6 4 39 2
6 4 37 0
6 4 17 0
6 4 21 0
6 4 19 0
6 4 33 0
6 4 27 0
6 4 21 0
6 4 25 0
6 4 31 2
6 4 19 0
6 4 41 1
6 4 21 0
6 4 27 0
6 4 41 0
6 4 25 1
6 4 15 1
6 4 27 0
6 4 17 0
6 4 33 0
6 4 25 0
6 4 33 0
6 4 19 1
6 4 33 1
6 4 25 0
6 4 25 0
6 4 31 1
6 4 19 0
6 4 19 0
6 4 21 1
6 4 21 0
6 4 25 0
6 4 31 1
6 4 31 0
6 4 21 0
6 4 31 0
6 4 29 0
6 4 37 0
6 4 25 1
6 4 27 0
6 4 21 0
6 4 23 0
6 4 23 0
6 4 23 0
6 4 21 0
6 4 25 0
6 4 23 0
6 4 31 0
6 4 29 0
6 4 23 1
6 4 23 1
6 4 27 0
6 4 21 0
6 4 27 0
6 4 21 0
6 4 25 0
6 4 29 0
6 4 33 0
6 4 15 0
6 4 19 0
6 4 35 0
6 4 31 0
6 4 37 1
6 4 23 2
6 4 39 0
