"n" "d" "nsol" "npos"
4 4 5 0
4 4 7 1
4 4 9 1
4 4 11 2
4 4 3 1
4 4 9 1
4 4 9 1
4 4 9 1
4 4 5 0
4 4 5 1
4 4 13 0
4 4 5 0
4 4 11 0
4 4 7 2
4 4 11 0
4 4 15 1
4 4 7 0
4 4 9 0
4 4 9 0
4 4 5 0
4 4 7 0
4 4 11 1
4 4 9 0
4 4 13 1
4 4 11 0
4 4 3 0
4 4 5 1
4 4 11 0
4 4 17 3
4 4 9 0
4 4 11 0
4 4 13 0
4 4 9 0
4 4 9 0
4 4 15 2
4 4 7 0
4 4 7 0
4 4 17 0
4 4 7 1
4 4 11 0
4 4 9 1
4 4 9 0
4 4 9 0
4 4 9 1
4 4 9 1
4 4 5 0
4 4 7 1
4 4 11 1
4 4 11 1
4 4 7 1
4 4 5 0
4 4 7 0
4 4 7 1
4 4 3 1
4 4 5 0
4 4 9 0
4 4 9 0
4 4 9 1
4 4 13 1
4 4 15 0
4 4 9 2
4 4 13 0
4 4 9 0
4 4 5 0
4 4 13 2
4 4 17 1
4 4 11 0
4 4 5 0
4 4 3 0
4 4 9 1
4 4 5 0
4 4 9 2
4 4 9 0
4 4 5 0
4 4 11 0
4 4 9 1
4 4 7 2
4 4 17 0
4 4 11 1
4 4 9 0
4 4 13 0
4 4 7 0
4 4 11 1
4 4 7 1
4 4 5 2
4 4 13 2
4 4 13 1
4 4 11 1
4 4 5 2
4 4 9 2
4 4 9 1
4 4 9 0
4 4 13 0
4 4 5 0
4 4 9 0
4 4 9 0
4 4 11 1
4 4 9 0
4 4 7 1
4 4 7 0
4 4 9 1
4 4 9 1
4 4 9 0
4 4 7 0
4 4 9 0
4 4 7 0
4 4 13 2
4 4 5 0
4 4 7 1
4 4 11 0
4 4 17 0
4 4 7 1
4 4 13 1
4 4 7 0
4 4 11 0
4 4 5 0
4 4 9 0
4 4 9 0
4 4 15 4
4 4 5 1
4 4 7 1
4 4 5 0
4 4 11 2
4 4 7 1
4 4 15 1
4 4 5 0
4 4 7 0
4 4 11 0
4 4 7 0
4 4 9 1
4 4 13 0
4 4 3 1
4 4 9 1
4 4 7 2
4 4 9 0
4 4 11 1
4 4 9 0
4 4 9 3
4 4 7 1
4 4 3 0
4 4 11 0
4 4 5 0
4 4 5 0
4 4 9 0
4 4 5 0
4 4 9 1
4 4 11 1
4 4 7 0
4 4 21 1
4 4 15 0
4 4 7 0
4 4 9 0
4 4 9 0
4 4 11 0
4 4 7 1
4 4 9 0
4 4 9 1
4 4 3 1
4 4 5 0
4 4 13 0
4 4 9 1
4 4 7 0
4 4 15 0
4 4 11 2
4 4 11 0
4 4 3 0
4 4 9 0
4 4 5 0
4 4 13 0
4 4 7 0
4 4 11 1
4 4 7 1
4 4 9 0
4 4 11 0
4 4 5 0
4 4 11 2
4 4 7 0
4 4 9 1
4 4 11 2
4 4 9 1
4 4 7 1
4 4 7 1
4 4 11 1
4 4 7 1
4 4 7 0
4 4 11 0
4 4 7 0
4 4 3 1
4 4 13 0
4 4 5 0
4 4 11 1
4 4 7 0
4 4 9 0
4 4 7 0
4 4 5 0
4 4 11 0
4 4 11 0
4 4 15 2
4 4 11 2
4 4 11 0
4 4 11 2
4 4 7 0
4 4 15 1
4 4 11 0
4 4 3 0
4 4 11 1
4 4 9 0
4 4 3 0
4 4 9 0
4 4 13 1
4 4 11 2
4 4 11 0
4 4 7 0
4 4 7 2
4 4 5 1
4 4 9 4
4 4 3 0
4 4 7 0
4 4 9 0
4 4 9 1
4 4 15 1
4 4 11 0
4 4 9 0
4 4 9 0
4 4 9 1
4 4 7 0
4 4 9 1
4 4 11 0
4 4 9 0
4 4 13 2
4 4 9 0
4 4 11 0
4 4 11 1
4 4 9 0
4 4 13 0
4 4 11 1
4 4 5 0
4 4 13 0
4 4 9 1
4 4 11 0
4 4 11 0
4 4 13 0
4 4 9 2
4 4 9 1
4 4 9 2
4 4 11 1
4 4 9 2
4 4 7 0
4 4 15 0
4 4 3 1
4 4 7 0
4 4 9 0
4 4 5 2
4 4 7 0
4 4 9 0
4 4 9 1
4 4 11 1
4 4 11 1
4 4 7 0
4 4 9 0
4 4 5 0
4 4 3 0
4 4 7 0
4 4 13 0
4 4 7 1
4 4 11 1
4 4 3 0
4 4 13 0
4 4 11 0
4 4 5 1
4 4 7 0
4 4 15 1
4 4 9 0
4 4 11 0
4 4 7 0
4 4 11 2
4 4 13 0
4 4 11 1
4 4 9 0
4 4 9 1
4 4 15 3
4 4 9 0
4 4 11 0
4 4 5 0
4 4 13 1
4 4 11 2
4 4 9 0
4 4 9 1
4 4 9 1
4 4 9 0
4 4 15 0
4 4 11 0
4 4 7 0
4 4 13 3
4 4 9 1
4 4 17 0
4 4 15 0
4 4 7 1
4 4 11 1
4 4 9 0
4 4 11 0
4 4 9 0
4 4 5 1
4 4 7 0
4 4 5 0
4 4 9 1
4 4 11 0
4 4 5 0
4 4 3 0
4 4 9 3
4 4 7 2
4 4 13 1
4 4 5 1
4 4 11 0
4 4 3 0
4 4 11 0
4 4 11 0
4 4 13 2
4 4 7 1
4 4 3 0
4 4 7 0
4 4 9 1
4 4 1 0
4 4 9 0
4 4 5 1
4 4 5 1
4 4 7 0
4 4 9 3
4 4 13 1
4 4 11 0
4 4 11 2
4 4 11 0
4 4 7 0
4 4 11 1
4 4 11 2
4 4 9 1
4 4 9 1
4 4 5 0
4 4 13 1
4 4 11 0
4 4 11 0
4 4 13 0
4 4 9 0
4 4 1 0
4 4 9 3
4 4 7 0
4 4 5 1
4 4 7 1
4 4 11 0
4 4 7 0
4 4 7 0
4 4 13 0
4 4 11 1
4 4 9 0
4 4 9 0
4 4 9 1
4 4 7 2
4 4 5 1
4 4 7 0
4 4 7 0
4 4 11 1
4 4 7 1
4 4 7 0
4 4 13 3
4 4 5 0
4 4 11 0
4 4 11 0
4 4 15 0
4 4 5 0
4 4 9 0
4 4 11 0
4 4 7 0
4 4 7 0
4 4 11 0
4 4 5 1
4 4 7 0
4 4 9 0
4 4 9 1
4 4 9 0
4 4 9 0
4 4 5 1
4 4 11 0
4 4 13 2
4 4 9 0
4 4 11 0
4 4 9 0
4 4 11 1
4 4 3 0
4 4 9 0
4 4 5 0
4 4 5 0
4 4 7 0
4 4 9 0
4 4 7 0
4 4 5 0
4 4 5 0
4 4 13 1
4 4 3 0
4 4 7 0
4 4 11 2
4 4 11 0
4 4 7 0
4 4 7 0
4 4 11 2
4 4 9 0
4 4 15 1
4 4 9 1
4 4 11 0
4 4 13 3
4 4 11 0
4 4 9 2
4 4 9 0
4 4 17 1
4 4 13 1
4 4 11 2
4 4 7 0
4 4 9 1
4 4 13 0
4 4 9 0
4 4 13 0
4 4 9 0
4 4 11 0
4 4 11 1
4 4 5 0
4 4 7 0
4 4 7 2
4 4 5 0
4 4 7 0
4 4 11 0
4 4 9 2
4 4 5 1
4 4 3 0
4 4 5 0
4 4 7 1
4 4 5 0
4 4 9 2
4 4 7 0
4 4 11 2
4 4 13 0
4 4 5 0
4 4 7 0
4 4 9 1
4 4 7 0
4 4 9 0
4 4 7 1
4 4 7 0
4 4 9 0
4 4 11 1
4 4 7 1
4 4 13 0
4 4 9 0
4 4 9 0
4 4 7 0
4 4 7 0
4 4 13 0
4 4 5 0
4 4 13 1
4 4 5 0
4 4 9 2
4 4 11 0
4 4 5 0
4 4 9 0
4 4 13 1
4 4 11 2
4 4 5 0
4 4 9 0
4 4 15 0
4 4 15 3
4 4 7 0
4 4 5 0
4 4 3 0
4 4 5 0
4 4 7 0
4 4 15 0
4 4 11 0
4 4 3 0
4 4 7 0
4 4 7 0
4 4 13 0
4 4 11 0
4 4 5 2
4 4 13 0
4 4 7 2
4 4 13 1
4 4 5 0
4 4 7 0
4 4 11 0
4 4 11 0
4 4 3 0
4 4 7 0
4 4 5 1
4 4 13 3
4 4 3 0
4 4 17 1
4 4 5 0
4 4 11 2
4 4 13 4
4 4 5 1
4 4 9 0
4 4 5 1
4 4 11 0
4 4 7 0
4 4 5 0
4 4 5 0
4 4 5 0
4 4 5 0
4 4 11 1
4 4 9 1
4 4 9 0
4 4 9 0
4 4 7 1
4 4 7 2
4 4 3 0
4 4 5 1
4 4 11 0
4 4 9 0
4 4 9 0
4 4 9 0
4 4 11 0
4 4 9 1
4 4 3 0
4 4 13 0
4 4 7 0
4 4 11 1
4 4 7 0
4 4 9 1
4 4 9 1
4 4 11 0
4 4 13 0
4 4 9 2
4 4 11 0
4 4 5 1
4 4 7 0
4 4 7 2
4 4 5 0
4 4 7 1
4 4 3 0
4 4 11 2
4 4 13 1
4 4 5 0
4 4 9 0
4 4 11 0
4 4 5 1
4 4 7 0
4 4 7 1
4 4 7 2
4 4 7 1
4 4 7 1
4 4 5 1
4 4 11 2
4 4 13 0
4 4 5 0
4 4 7 0
4 4 11 1
4 4 9 1
4 4 11 2
4 4 3 1
4 4 9 0
4 4 15 1
4 4 11 1
4 4 9 0
4 4 11 2
4 4 7 0
4 4 11 2
4 4 9 4
4 4 5 0
4 4 9 0
4 4 7 1
4 4 15 0
4 4 5 0
4 4 7 0
4 4 13 0
4 4 9 1
4 4 9 0
4 4 15 0
4 4 11 0
4 4 9 3
4 4 7 0
4 4 9 0
4 4 11 0
4 4 9 0
4 4 7 3
4 4 5 0
4 4 5 0
4 4 9 0
4 4 7 1
4 4 7 1
4 4 5 1
4 4 13 2
4 4 9 0
4 4 9 0
4 4 7 1
4 4 11 1
4 4 9 2
4 4 9 1
4 4 7 1
4 4 11 1
4 4 7 0
4 4 9 2
4 4 5 0
4 4 7 2
4 4 7 0
4 4 17 0
4 4 11 0
4 4 13 0
4 4 5 0
4 4 13 0
4 4 15 1
4 4 5 0
4 4 7 0
4 4 11 1
4 4 5 0
4 4 13 2
4 4 9 2
4 4 15 5
4 4 13 3
4 4 9 3
4 4 5 1
4 4 7 0
4 4 5 1
4 4 5 1
4 4 11 0
4 4 5 0
4 4 11 0
4 4 9 1
4 4 11 0
4 4 11 1
4 4 3 0
4 4 7 0
4 4 7 1
4 4 11 0
4 4 7 0
4 4 15 0
4 4 11 0
4 4 17 3
4 4 5 0
4 4 7 0
4 4 5 0
4 4 11 2
4 4 7 1
4 4 11 2
4 4 9 0
4 4 5 0
4 4 15 1
4 4 9 0
4 4 7 0
4 4 11 1
4 4 7 1
4 4 13 2
4 4 15 4
4 4 9 0
4 4 7 1
4 4 9 2
4 4 7 1
4 4 15 0
4 4 11 0
4 4 11 0
4 4 13 0
4 4 15 1
4 4 9 0
4 4 13 2
4 4 9 0
4 4 9 0
4 4 5 1
4 4 13 2
4 4 5 1
4 4 13 1
4 4 15 0
4 4 9 0
4 4 11 1
4 4 9 0
4 4 3 0
4 4 11 0
4 4 7 0
4 4 11 2
4 4 9 1
4 4 15 0
4 4 11 1
4 4 11 3
4 4 7 0
4 4 1 0
4 4 11 1
4 4 5 1
4 4 13 1
4 4 5 0
4 4 7 0
4 4 9 0
4 4 3 1
4 4 11 0
4 4 9 0
4 4 13 1
4 4 11 1
4 4 9 0
4 4 7 0
4 4 9 0
4 4 9 0
4 4 11 1
4 4 13 0
4 4 7 1
4 4 13 0
4 4 7 0
4 4 5 0
4 4 5 0
4 4 9 1
4 4 9 0
4 4 7 1
4 4 13 1
4 4 9 2
4 4 7 0
4 4 13 1
4 4 17 1
4 4 5 0
4 4 9 0
4 4 7 0
4 4 9 2
4 4 11 4
4 4 5 0
4 4 15 1
4 4 3 0
4 4 5 1
4 4 5 1
4 4 9 0
4 4 13 0
4 4 13 0
4 4 11 2
4 4 15 2
4 4 5 0
4 4 19 0
4 4 15 0
4 4 7 0
4 4 3 2
4 4 5 1
4 4 9 0
4 4 7 0
4 4 11 1
4 4 9 0
4 4 7 0
4 4 7 0
4 4 7 0
4 4 7 0
4 4 7 1
4 4 11 1
4 4 9 1
4 4 9 0
4 4 7 1
4 4 15 2
4 4 9 1
4 4 5 0
4 4 5 0
4 4 11 0
4 4 11 0
4 4 11 1
4 4 15 0
4 4 7 0
4 4 11 1
4 4 5 0
4 4 7 0
4 4 9 2
4 4 11 0
4 4 7 0
4 4 9 0
4 4 13 1
4 4 5 0
4 4 7 0
4 4 11 0
4 4 7 0
4 4 7 2
4 4 7 0
4 4 13 0
4 4 9 0
4 4 15 3
4 4 3 0
4 4 3 0
4 4 9 0
4 4 7 0
4 4 9 1
4 4 9 0
4 4 11 1
4 4 17 1
4 4 7 0
4 4 13 1
4 4 13 1
4 4 9 0
4 4 7 0
4 4 5 2
4 4 11 2
4 4 11 2
4 4 7 1
4 4 15 1
4 4 9 1
4 4 7 0
4 4 9 1
4 4 7 2
4 4 9 0
4 4 3 0
4 4 5 0
4 4 15 0
4 4 19 4
4 4 3 1
4 4 11 1
4 4 19 3
4 4 7 0
4 4 3 0
4 4 11 1
4 4 7 0
4 4 5 0
4 4 7 0
4 4 9 1
4 4 15 2
4 4 1 0
4 4 13 0
4 4 15 1
4 4 11 1
4 4 9 0
4 4 9 0
4 4 5 0
4 4 9 0
4 4 7 0
4 4 9 0
4 4 9 1
4 4 5 2
4 4 5 0
4 4 9 1
4 4 13 0
4 4 11 1
4 4 9 2
4 4 7 0
4 4 11 0
4 4 7 0
4 4 13 0
4 4 3 0
4 4 7 0
4 4 9 0
4 4 5 0
4 4 11 0
4 4 7 0
4 4 7 0
4 4 15 1
4 4 11 1
4 4 9 0
4 4 11 0
4 4 3 1
4 4 9 1
4 4 9 0
4 4 3 1
4 4 11 2
4 4 15 2
4 4 7 0
4 4 11 0
4 4 11 0
4 4 5 2
4 4 3 0
4 4 5 0
4 4 3 0
4 4 7 0
4 4 7 1
4 4 7 2
4 4 7 0
4 4 5 0
4 4 7 3
4 4 7 0
4 4 3 0
4 4 7 0
4 4 11 0
4 4 13 2
4 4 13 0
4 4 9 1
4 4 11 0
4 4 7 1
4 4 7 1
4 4 7 1
4 4 7 0
4 4 9 3
4 4 3 0
4 4 5 0
4 4 13 0
4 4 5 0
4 4 11 0
4 4 9 1
4 4 11 0
4 4 5 1
4 4 7 1
4 4 7 0
4 4 13 1
4 4 9 1
4 4 15 1
4 4 7 1
4 4 11 3
4 4 5 0
4 4 7 0
4 4 9 2
4 4 7 1
4 4 17 0
4 4 17 0
4 4 7 1
4 4 9 3
4 4 11 0
4 4 11 0
4 4 5 0
4 4 11 1
4 4 7 1
4 4 7 0
4 4 1 0
4 4 9 1
4 4 11 1
4 4 5 0
4 4 11 0
4 4 9 0
4 4 9 0
4 4 13 1
4 4 7 0
4 4 3 0
4 4 9 0
4 4 5 1
4 4 3 1
4 4 9 0
4 4 7 0
4 4 5 0
4 4 13 0
4 4 11 0
4 4 5 0
4 4 11 0
4 4 13 0
4 4 13 1
4 4 13 2
4 4 7 0
4 4 11 0
4 4 7 0
4 4 11 0
4 4 11 0
4 4 3 1
4 4 11 0
4 4 7 0
4 4 11 2
4 4 9 0
4 4 13 3
4 4 15 0
4 4 7 0
4 4 5 0
4 4 3 0
4 4 13 0
4 4 9 0
4 4 11 0
4 4 7 0
4 4 7 0
4 4 9 2
4 4 19 2
4 4 5 0
4 4 7 1
4 4 9 2
4 4 7 0
4 4 7 0
4 4 7 0
4 4 9 0
