"n" "d" "nsol" "npos"
7 5 154 2
7 5 134 0
7 5 128 2
7 5 116 0
7 5 118 2
7 5 154 1
7 5 122 0
7 5 110 2
7 5 152 1
7 5 150 2
7 5 138 0
7 5 126 0
7 5 124 0
7 5 134 4
7 5 128 3
7 5 148 2
7 5 144 1
7 5 134 0
7 5 142 1
7 5 116 0
7 5 138 0
7 5 136 1
7 5 156 2
7 5 124 0
7 5 128 0
7 5 124 6
7 5 150 0
7 5 140 2
7 5 106 0
7 5 126 3
7 5 128 3
7 5 132 0
7 5 154 1
7 5 150 1
7 5 126 2
7 5 144 1
7 5 90 0
7 5 124 0
7 5 110 2
7 5 110 1
7 5 110 0
7 5 142 3
7 5 120 3
7 5 176 3
7 5 156 0
7 5 140 1
7 5 118 1
7 5 128 1
7 5 138 2
7 5 130 0
7 5 128 1
7 5 144 1
7 5 122 2
7 5 39 1
7 5 101 0
