"n" "d" "nsol" "npos"
4 6 19 0
4 6 21 2
4 6 23 1
4 6 25 1
4 6 39 1
4 6 15 0
4 6 45 3
4 6 13 1
4 6 27 0
4 6 33 3
4 6 21 0
4 6 17 2
4 6 23 0
4 6 21 1
4 6 29 1
4 6 17 2
4 6 35 1
4 6 29 5
4 6 23 3
4 6 27 2
4 6 21 3
4 6 25 0
4 6 29 2
4 6 25 3
4 6 19 0
4 6 23 2
4 6 25 4
4 6 15 0
4 6 25 2
4 6 35 4
4 6 25 0
4 6 29 3
4 6 25 3
4 6 29 1
4 6 15 0
4 6 23 0
4 6 25 0
4 6 25 2
4 6 21 1
4 6 25 0
4 6 35 1
4 6 27 1
4 6 23 1
4 6 17 2
4 6 23 2
4 6 33 1
4 6 27 0
4 6 29 0
4 6 21 0
4 6 31 1
4 6 19 4
4 6 29 3
4 6 27 1
4 6 23 2
4 6 29 2
4 6 35 2
4 6 31 1
4 6 27 2
4 6 31 4
4 6 23 1
4 6 23 1
4 6 27 5
4 6 25 2
4 6 25 1
4 6 15 0
4 6 37 2
4 6 19 0
4 6 23 0
4 6 31 0
4 6 21 1
4 6 29 0
4 6 27 0
4 6 15 1
4 6 23 1
4 6 31 2
4 6 17 0
4 6 17 3
4 6 25 1
4 6 23 0
4 6 25 1
4 6 31 1
4 6 29 1
4 6 33 3
4 6 31 1
4 6 29 3
4 6 31 3
4 6 19 0
4 6 23 2
4 6 25 0
4 6 23 3
4 6 37 3
4 6 25 1
4 6 29 4
4 6 25 2
4 6 17 0
4 6 19 1
4 6 31 6
4 6 21 0
4 6 29 3
4 6 15 1
4 6 15 2
4 6 31 3
4 6 17 0
4 6 27 0
4 6 23 2
4 6 21 0
4 6 21 2
4 6 27 0
4 6 25 2
4 6 21 0
4 6 21 0
4 6 15 0
4 6 21 1
4 6 49 6
4 6 29 2
4 6 25 0
4 6 17 3
4 6 23 0
4 6 15 0
4 6 29 1
4 6 21 1
4 6 29 1
4 6 25 5
4 6 27 3
4 6 21 0
4 6 21 0
4 6 19 1
4 6 33 1
4 6 13 0
4 6 25 1
4 6 35 5
4 6 31 1
4 6 33 3
4 6 27 3
4 6 25 4
4 6 29 2
4 6 35 1
4 6 27 0
4 6 33 2
4 6 31 3
4 6 31 3
4 6 15 1
4 6 15 0
4 6 21 3
4 6 17 1
4 6 23 3
4 6 23 2
4 6 27 1
4 6 23 1
4 6 19 3
4 6 33 1
4 6 29 1
4 6 23 4
4 6 19 0
4 6 17 1
4 6 21 3
4 6 29 5
4 6 25 2
4 6 23 1
4 6 25 1
4 6 29 2
4 6 17 1
4 6 31 3
4 6 17 1
4 6 31 1
4 6 19 0
4 6 31 0
4 6 25 1
4 6 21 0
4 6 21 0
4 6 31 1
4 6 23 3
4 6 21 0
4 6 33 0
4 6 31 2
4 6 17 0
4 6 25 2
4 6 25 2
4 6 37 2
4 6 17 1
4 6 23 3
4 6 27 1
4 6 21 0
4 6 23 2
4 6 27 1
4 6 23 0
4 6 25 4
4 6 25 0
4 6 27 3
4 6 33 2
4 6 25 1
4 6 25 1
4 6 17 1
4 6 27 1
4 6 27 3
